WORD	POS	CHUNK	LI	CLASS	FOCUS
flight	NN	I-NP	B-IH	I-transport	B-FOCUS
for	IN	B-PP	O	I-transport	O
next	JJ	B-NP	B-IM_date	I-transport	O
month	NN	I-NP	I-IM_date	I-transport	O
from	IN	B-PP	O	I-transport	O
Milan	NNP	B-NP	B-IM_LocCity	I-transport	O

What	WP	B-NP	O	B-poi	O
are	VBP	B-VP	O	I-poi	O
some	DT	B-NP	O	I-poi	O
Must	JJ	I-NP	B-IH	I-poi	B-FOCUS
Sees	NNS	I-NP	I-IH	I-poi	I-FOCUS
on	IN	B-PP	O	I-poi	O
the	DT	B-NP	O	I-poi	O
way	NN	I-NP	O	I-poi	O
to	TO	B-PP	O	I-poi	O
Florida	NNP	B-NP	B-IM_LocCountry	I-poi	O
?	.	O	O	I-poi	O

what	WP	B-NP	O	B-event	O
festivals	NNS	I-NP	B-IH	I-event	B-FOCUS
during	IN	B-PP	B-IM_date	I-event	O
the	DT	B-NP	I-IM_date	I-event	O
summer	NN	I-NP	I-IM_date	I-event	O
in	IN	B-PP	O	I-event	O
Haarlem	NNP	B-NP	B-IM_LocCity	I-event	O
?	.	O	O	I-event	O

closest	JJS	B-NP	O	B-hotel	O
hostels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-PP	O	I-hotel	O
Milan	NNP	B-NP	B-IM_LocCity	I-hotel	O
and	CC	I-NP	O	B-transport	O
car	NN	I-NP	B-IH	I-transport	O
rentals	NNS	I-NP	I-IH	I-transport	B-FOCUS
in	IN	B-PP	O	I-transport	O
lombardy	NN	B-NP	B-IM_LocRegion	I-transport	O

things	NNS	B-NP	B-IH	B-event	B-FOCUS
to	TO	B-VP	I-IH	I-event	O
do	VB	I-VP	I-IH	I-event	O
in	IN	B-PP	O	I-event	O
pavia	NN	B-NP	B-IM_LocCity	I-event	O
and	CC	O	O	B-hotel	O
comfortable	JJ	B-NP	O	I-hotel	O
places	NNS	I-NP	B-IH	I-hotel	B-FOCUS
where	WRB	B-ADVP	I-IH	I-hotel	O
to	TO	B-VP	I-IH	I-hotel	O
stay	VB	I-VP	I-IH	I-hotel	O

nice	JJ	B-NP	O	B-food	O
locations	NNS	I-NP	B-IH	I-food	B-FOCUS
to	TO	B-VP	I-IH	I-food	O
eat	VB	I-VP	I-IH	I-food	O
in	IN	B-PP	O	I-food	O
Cremona	NNP	B-NP	B-IM_LocCity	I-food	O
and	CC	I-NP	O	B-transport	O
metro	NN	I-NP	B-IH	I-transport	O
stations	NNS	I-NP	I-IH	I-transport	B-FOCUS
in	IN	B-PP	O	I-transport	O
the	DT	B-NP	O	I-transport	O
surroundings	NNS	I-NP	O	I-transport	O

What	WP	B-NP	O	B-event	O
are	VBP	B-VP	O	I-event	O
some	DT	B-NP	O	I-event	O
things	NNS	I-NP	B-IH	I-event	B-FOCUS
to	TO	B-VP	I-IH	I-event	O
do	VB	I-VP	I-IH	I-event	O
in	IN	B-PP	O	I-event	O
Vegas	NNP	B-NP	B-IM_LocCity	I-event	O
?	.	O	O	I-event	O

Holiday	NNP	B-NP	B-IH	B-hotel	O
rentals	NNS	I-NP	I-IH	I-hotel	B-FOCUS
or	CC	I-NP	O	B-hotel	O
hotels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
Ibiza	NNP	B-NP	B-IM_LocCity	I-hotel	O
available	JJ	I-NP	O	I-hotel	O
in	IN	B-PP	O	I-hotel	O
July	NNP	B-NP	B-IM_date	I-hotel	O
.	.	O	O	I-hotel	O

theaters	NNS	B-NP	B-IH	B-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
Warsaw	NNP	B-NP	B-IM_LocCity	I-cinema	O
showing	VBG	B-VP	O	I-cinema	O
Transformers	NNS	B-NP	B-IM_MovTitle	I-cinema	O
3	CD	B-NP	I-IM_MovTitle	I-cinema	O
this	DT	B-NP	B-IM_date	I-cinema	O
evening	NN	I-NP	I-IM_date	I-cinema	O

must	MD	O	B-IH	B-poi	O
see	VB	B-NP	I-IH	I-poi	O
places	NNS	I-NP	I-IH	I-poi	B-FOCUS
and	CC	I-NP	O	B-poi	O
attractions	NNS	I-NP	B-IH	I-poi	B-FOCUS
in	IN	B-PP	O	I-poi	O
Thailand	NNP	B-NP	B-IM_LocCountry	I-poi	O
along	IN	B-PP	O	B-fun	O
with	IN	B-PP	O	I-fun	O
pubs	NNS	B-NP	B-IH	I-fun	B-FOCUS
or	CC	I-NP	O	B-fun	O
nightspots	NNS	I-NP	B-IH	I-fun	B-FOCUS
.	.	O	O	I-fun	O

cinema	NN	B-NP	B-IH	B-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
Lecco	NNP	B-NP	B-IM_LocCity	I-cinema	O
with	IN	B-PP	O	I-cinema	O
Scary	NNP	B-NP	B-IM_MovTitle	I-cinema	O
Movie	NNP	I-NP	I-IM_MovTitle	I-cinema	O
4	CD	I-NP	I-IM_MovTitle	I-cinema	O
this	DT	B-NP	B-IM_date	I-cinema	O
week	NN	I-NP	I-IM_date	I-cinema	O

top	JJ	B-NP	O	B-hotel	O
resorts	NNS	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
Dubai	NNP	B-NP	B-IM_LocCity	I-hotel	O
and	CC	I-NP	O	B-transport	O
car	NN	I-NP	B-IH	I-transport	O
sharing	NN	I-NP	I-IH	I-transport	O
services	NNS	I-NP	I-IH	I-transport	B-FOCUS
in	IN	B-PP	O	I-transport	O
the	DT	B-NP	O	I-transport	O
city	NN	I-NP	O	I-transport	O
.	.	O	O	I-transport	O

flights	NNS	B-NP	B-IH	B-transport	B-FOCUS
from	IN	B-PP	O	I-transport	O
Umea	NNP	B-NP	B-IM_LocCity	I-transport	O
to	TO	B-PP	O	I-transport	O
Cork	NNP	B-NP	B-IM_LocCity	I-transport	O
and	CC	O	O	B-hotel	O
cheap	JJ	B-NP	O	I-hotel	O
hostels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
easily	RB	B-VP	O	I-hotel	O
reachable	VBN	I-VP	O	I-hotel	O
from	IN	B-PP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
airport	NN	I-NP	B-IM_LocPOI	I-hotel	O
.	.	O	O	I-hotel	O

what	WP	B-NP	O	B-cinema	O
theaters	NNS	I-NP	B-IH	I-cinema	B-FOCUS
in	IN	B-PP	O	I-cinema	O
Roma	NNP	B-NP	B-IM_LocCity	I-cinema	O
show	VB	B-VP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
Avatar	NN	I-NP	B-IM_MovTitle	I-cinema	O
tomorrow	NN	I-NP	B-IM_date	I-cinema	O
?	.	O	O	I-cinema	O

in	IN	B-PP	O	B-cinema	O
what	WP	B-NP	O	I-cinema	O
cinemas	NNS	B-NP	B-IH	I-cinema	B-FOCUS
is	VBZ	B-VP	O	I-cinema	O
the	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
Kung	NNP	I-NP	B-IM_MovTitle	I-cinema	O
Fu	NNP	I-NP	I-IM_MovTitle	I-cinema	O
Panda	NNP	I-NP	I-IM_MovTitle	I-cinema	O
2	CD	I-NP	I-IM_MovTitle	I-cinema	O
shown	VBN	B-VP	O	I-cinema	O
?	.	O	O	I-cinema	O

cheapest	JJS	B-NP	O	B-hotel	O
hostels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
Madisonville	NNP	B-NP	B-IM_LocCity	I-hotel	O
0	0	O	O	I-hotel	O
Kentucky	NNP	B-NP	B-IM_LocCountry	I-hotel	O
.	.	O	O	I-hotel	O

most	RBS	B-NP	O	B-hotel	O
economic	JJ	I-NP	O	I-hotel	O
inn	NN	I-NP	B-IH	I-hotel	B-FOCUS
and	CC	I-NP	O	B-fun	O
nightlife	NN	I-NP	B-IH	I-fun	O
clubs	NNS	I-NP	I-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
the	DT	B-NP	O	I-fun	O
North	NNP	I-NP	B-IM_LocArea	I-fun	O
of	IN	B-PP	O	I-fun	O
Cebu	NNP	B-NP	B-IM_LocRegion	I-fun	O

places	NNS	B-NP	B-IH	B-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
go	VB	I-VP	I-IH	I-poi	O
in	IN	B-PP	O	I-poi	O
Wales	NNP	B-NP	B-IM_LocCountry	I-poi	O
and	CC	O	O	B-food	O
inexpensive	JJ	B-ADVP	O	I-food	O
italian	IN	B-PP	B-IM_type	I-food	O
restaurants	NNS	B-NP	B-IH	I-food	B-FOCUS
?	.	O	O	I-food	O

places	NNS	B-NP	B-IH	B-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
visit	VB	I-VP	I-IH	I-poi	O
near	IN	B-PP	O	I-poi	O
Kansas	NNP	B-NP	B-IM_LocCity	I-poi	O
City	NNP	I-NP	I-IM_LocCity	I-poi	O
and	CC	O	O	B-food	O
fast	JJ	B-NP	B-IH	I-food	B-FOCUS
food	NN	I-NP	I-IH	I-food	I-FOCUS
nearby	RB	B-ADVP	O	I-food	O
.	.	O	O	I-food	O

What	WP	B-NP	O	B-food	O
are	VBP	B-VP	O	I-food	O
some	DT	B-NP	O	I-food	O
good	JJ	I-NP	O	I-food	O
places	NNS	I-NP	B-IH	I-food	B-FOCUS
to	TO	B-VP	I-IH	I-food	O
eat	VB	I-VP	I-IH	I-food	O
and	CC	O	O	B-fun	O
pubs	NNS	B-NP	B-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
Singapore	NNP	B-NP	B-IM_LocCity	I-fun	O
?	.	O	O	I-fun	O

What	WP	B-NP	O	B-poi	O
are	VBP	B-VP	O	I-poi	O
some	DT	B-NP	O	I-poi	O
good	JJ	I-NP	O	I-poi	O
things	NNS	I-NP	B-IH	I-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
see	VB	I-VP	I-IH	I-poi	O
in	IN	B-PP	O	I-poi	O
Las	NNP	B-NP	B-IM_LocCity	I-poi	O
Vegas	NNP	I-NP	I-IM_LocCity	I-poi	O
?	.	O	O	I-poi	O

Which	WDT	B-NP	O	B-transport	O
is	VBZ	B-VP	O	I-transport	O
the	DT	B-NP	O	I-transport	O
nearest	JJS	I-NP	O	I-transport	O
railway	NN	I-NP	B-IH	I-transport	O
station	NN	I-NP	I-IH	I-transport	B-FOCUS
from	IN	B-PP	O	I-transport	O
Mumbai	NNP	B-NP	B-IM_LocCity	I-transport	O
Domestic	NNP	I-NP	B-IM_LocPOI	I-transport	O
Airport	NNP	I-NP	I-IM_LocPOI	I-transport	O
?	.	O	O	I-transport	O

which	WDT	B-NP	O	B-poi	O
interesting	JJ	I-NP	O	I-poi	O
attractions	NNS	I-NP	B-IH	I-poi	B-FOCUS
in	IN	B-PP	O	I-poi	O
Tapachula	NNP	B-NP	B-IM_LocCity	I-poi	O
0	0	O	O	I-poi	O
Mexico	NNP	B-NP	B-IM_LocCountry	I-poi	O
?	.	O	O	I-poi	O

What	WP	B-NP	O	B-poi	O
are	VBP	B-VP	O	I-poi	O
the	DT	B-NP	O	I-poi	O
must	MD	I-NP	B-IH	I-poi	B-FOCUS
sees	VBZ	B-VP	I-IH	I-poi	I-FOCUS
in	IN	B-PP	O	I-poi	O
chicago	NN	B-NP	B-IM_LocCity	I-poi	O
?	.	O	O	I-poi	O

find	VB	B-VP	O	B-hotel	O
me	PRP	B-NP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
single	JJ	I-NP	B-IH	I-hotel	O
room	NN	I-NP	I-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
Melbourne	NNP	B-NP	B-IM_LocCity	I-hotel	O
for	IN	B-PP	O	I-hotel	O
next	JJ	B-NP	B-IM_date	I-hotel	O
monday	NN	I-NP	I-IM_date	I-hotel	O
close	RB	B-ADVP	O	I-hotel	O
to	TO	B-PP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
town	NN	I-NP	B-IM_LocArea	I-hotel	O
center	NN	I-NP	I-IM_LocArea	I-hotel	O
.	.	O	O	I-hotel	O

Rental	JJ	B-NP	B-IH	B-hotel	O
facilities	NNS	I-NP	I-IH	I-hotel	B-FOCUS
and	CC	I-NP	O	B-food	O
good	JJ	I-NP	O	I-food	O
italian	IN	B-PP	B-IM_type	I-food	O
restaurants	NNS	B-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Augusta	NNP	B-NP	B-IM_LocCity	I-food	O

What	WP	B-NP	O	B-hotel	O
5-stars	VBZ	B-VP	B-IM_rating	I-hotel	O
hotels	NNS	B-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
santa	NN	B-NP	B-IM_LocCity	I-hotel	O
cruz	NN	I-NP	I-IM_LocCity	I-hotel	O
ca	MD	B-VP	B-IM_LocCountry	I-hotel	O
?	.	O	O	I-hotel	O

nightclubs	NNS	B-NP	B-IH	B-fun	B-FOCUS
and	CC	I-NP	O	B-event	O
events	NNS	I-NP	B-IH	I-event	B-FOCUS
of	IN	B-PP	O	I-event	O
today	NN	B-NP	B-IM_date	I-event	O
evening	NN	I-NP	I-IM_date	I-event	O
in	IN	B-PP	O	I-event	O
Genova	NNP	B-NP	B-IM_LocCity	I-event	O

concerts	NNS	B-NP	B-IH	B-event	B-FOCUS
by	IN	B-PP	O	I-event	O
Springsteen	NNP	B-NP	B-IM_PerGuest	I-event	O
in	IN	B-PP	O	I-event	O
europe	NN	B-NP	B-IM_LocRegion	I-event	O
and	CC	I-NP	O	B-hotel	O
closest	JJS	I-NP	O	I-hotel	O
hotels	NNS	I-NP	B-IH	I-hotel	B-FOCUS

bed	NN	B-NP	B-IH	B-hotel	B-FOCUS
and	CC	I-NP	I-IH	I-hotel	I-FOCUS
breakfasts	NNS	I-NP	I-IH	I-hotel	I-FOCUS
in	IN	B-PP	O	I-hotel	O
Liverpool	NN	B-NP	B-IM_LocCity	I-hotel	O
to	TO	B-VP	O	I-hotel	O
spend	VB	I-VP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
night	NN	I-NP	O	I-hotel	O
.	.	O	O	I-hotel	O

nice	JJ	B-NP	O	B-hotel	O
residences	NNS	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
Sicily	NNP	B-NP	B-IM_LocRegion	I-hotel	O
and	CC	O	O	B-hotel	O
close	JJ	B-NP	O	I-hotel	O
camping	NN	I-NP	B-IH	I-hotel	O
sites	NNS	I-NP	I-IH	I-hotel	B-FOCUS

Where	WRB	B-NP	O	B-hotel	O
is	VBZ	B-VP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
cheapest	JJS	I-NP	O	I-hotel	O
place	NN	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-PP	I-IH	I-hotel	O
camp	NN	B-NP	I-IH	I-hotel	O
in	IN	B-PP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
Florida	NNP	I-NP	B-IM_LocRegion	I-hotel	O
Keys	NNP	I-NP	I-IM_LocRegion	I-hotel	O
?	.	O	O	I-hotel	O

What	WP	B-NP	O	B-hotel	O
are	VBP	B-VP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
best	JJS	I-NP	O	I-hotel	O
and	CC	I-NP	O	I-hotel	O
affordable	JJ	I-NP	O	I-hotel	O
bed	NN	I-NP	B-IH	I-hotel	B-FOCUS
and	CC	I-NP	I-IH	I-hotel	I-FOCUS
breakfast	NN	I-NP	I-IH	I-hotel	I-FOCUS
in	IN	B-PP	O	I-hotel	O
Rennes	NNP	B-NP	B-IM_LocCity	I-hotel	O
?	.	O	O	I-hotel	O

any	DT	B-NP	O	B-hotel	O
affordable	JJ	I-NP	O	I-hotel	O
accomodations	NNS	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
London	NNP	B-NP	B-IM_LocCity	I-hotel	O
for	IN	B-PP	O	I-hotel	O
next	JJ	B-NP	B-IM_date	I-hotel	O
saturday	NN	I-NP	I-IM_date	I-hotel	O
?	.	O	O	I-hotel	O

Where	WRB	B-ADVP	O	B-hotel	O
is	VBZ	B-VP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
bed	NN	I-NP	B-IH	I-hotel	B-FOCUS
and	CC	I-NP	I-IH	I-hotel	I-FOCUS
breakfast	NN	I-NP	I-IH	I-hotel	I-FOCUS
or	CC	I-NP	O	B-hotel	O
hotel	NN	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
South	NNP	I-NP	B-IM_LocArea	I-hotel	O
of	IN	B-PP	O	I-hotel	O
England	NNP	B-NP	B-IM_LocCountry	I-hotel	O
?	.	O	O	I-hotel	O

Must	MD	O	B-IH	B-poi	B-FOCUS
see	VB	B-VP	I-IH	I-poi	I-FOCUS
's	PRP	B-NP	I-IH	I-poi	I-FOCUS
in	IN	B-PP	O	I-poi	O
Amsterdam	NNP	B-NP	B-IM_LocCity	I-poi	O
and	CC	I-NP	O	B-food	O
places	NNS	I-NP	B-IH	I-food	B-FOCUS
where	WRB	B-ADVP	I-IH	I-food	O
to	TO	B-VP	I-IH	I-food	O
eat	VB	I-VP	I-IH	I-food	O
.	.	O	O	I-food	O

Looking	VBG	B-VP	O	B-hotel	O
for	IN	B-PP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
relaxing	JJ	I-NP	O	I-hotel	O
bed	NN	I-NP	B-IH	I-hotel	B-FOCUS
and	CC	I-NP	I-IH	I-hotel	I-FOCUS
breakfast	NN	I-NP	I-IH	I-hotel	I-FOCUS
in	IN	B-PP	O	I-hotel	O
Northern	JJ	B-NP	B-IM_LocArea	I-hotel	O
Minnesota	NNP	I-NP	B-IM_LocCountry	I-hotel	O
.	.	O	O	I-hotel	O
.	.	O	O	I-hotel	O

What	WP	B-NP	O	B-hotel	O
are	VBP	B-VP	O	I-hotel	O
the	DT	B-NP	O	I-hotel	O
cheapest	JJS	I-NP	O	I-hotel	O
hostels	NNS	I-NP	B-IH	I-hotel	B-FOCUS
in	IN	B-PP	O	I-hotel	O
Chihuahua	NNP	B-NP	B-IM_LocCity	I-hotel	O
0	0	O	O	I-hotel	O
Mexico	NNP	B-NP	B-IM_LocCountry	I-hotel	O
?	.	O	O	I-hotel	O

best	JJS	B-NP	O	B-hotel	O
hotel	NN	I-NP	B-IH	I-hotel	B-FOCUS
and	CC	I-NP	O	B-fun	O
nearest	JJS	I-NP	O	I-fun	O
pubs	NNS	I-NP	B-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
brandon	NN	B-NP	B-IM_LocCity	I-fun	O
manitoba	NN	I-NP	B-IM_LocRegion	I-fun	O
?	.	O	O	I-fun	O

Fun	NNP	B-NP	B-IH	B-fun	O
places	NNS	I-NP	I-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
Rosario	NNP	B-NP	B-IM_LocCity	I-fun	O
0	.	O	O	I-fun	O
Argentina	NNP	I-NP	B-IM_LocCountry	I-fun	O
?	.	O	O	I-fun	O

A	DT	B-NP	O	B-hotel	O
nice	JJ	I-NP	O	I-hotel	O
bed	NN	I-NP	B-IH	I-hotel	B-FOCUS
and	CC	I-NP	I-IH	I-hotel	I-FOCUS
breakfast	NN	I-NP	I-IH	I-hotel	I-FOCUS
in	IN	B-PP	O	I-hotel	O
Northern	NNP	B-NP	B-IM_LocArea	I-hotel	O
VA	NNP	I-NP	B-IM_LocCountry	I-hotel	O
?	.	O	O	I-hotel	O

places	NNS	B-NP	B-IH	B-poi	B-FOCUS
to	TO	B-VP	I-IH	I-poi	O
visit	VB	I-VP	I-IH	I-poi	O
near	IN	B-PP	O	I-poi	O
Puerto	NNP	B-NP	B-IM_LocCity	I-poi	O
Rico	NNP	I-NP	I-IM_LocCity	I-poi	O
?	.	O	O	I-poi	O

look	NN	B-NP	O	B-hotel	O
for	IN	B-PP	O	I-hotel	O
an	DT	B-NP	O	I-hotel	O
inexpensive	JJ	I-NP	O	I-hotel	O
Bed	NN	I-NP	B-IH	I-hotel	B-FOCUS
and	CC	I-NP	I-IH	I-hotel	I-FOCUS
Breakfast	NN	I-NP	I-IH	I-hotel	I-FOCUS
close	RB	B-ADVP	O	I-hotel	O
to	TO	B-PP	O	I-hotel	O
Cardiff	NNP	B-NP	B-IM_LocCity	I-hotel	O

find	VB	B-VP	O	B-hotel	O
me	PRP	B-NP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
hotel	NN	I-NP	B-IH	I-hotel	B-FOCUS
or	CC	O	O	B-hotel	O
a	DT	B-NP	O	I-hotel	O
good	JJ	I-NP	O	I-hotel	O
bed	NN	I-NP	B-IH	I-hotel	B-FOCUS
and	CC	I-NP	I-IH	I-hotel	I-FOCUS
breakfast	NN	I-NP	I-IH	I-hotel	I-FOCUS
in	IN	B-PP	O	I-hotel	O
Victoria	NNP	B-NP	B-IM_LocCity	I-hotel	O
0	0	O	O	I-hotel	O
Canada	NNP	B-NP	B-IM_LocCountry	I-hotel	O

find	VB	B-VP	O	B-hotel	O
me	PRP	B-NP	O	I-hotel	O
a	DT	B-NP	O	I-hotel	O
Bed	NN	I-NP	B-IH	I-hotel	B-FOCUS
and	CC	I-NP	I-IH	I-hotel	I-FOCUS
Breakfast	NN	I-NP	I-IH	I-hotel	I-FOCUS
to	TO	B-VP	O	I-hotel	O
stay	VB	I-VP	O	I-hotel	O
when	WRB	B-ADVP	O	I-hotel	O
visiting	VBG	B-NP	O	I-hotel	O
belgrade	NN	I-NP	B-IM_LocCity	I-hotel	O
and	CC	O	O	B-transport	O
the	DT	B-NP	O	I-transport	O
closest	JJS	I-NP	O	I-transport	O
railway	NN	I-NP	B-IH	I-transport	O
station	NN	I-NP	I-IH	I-transport	B-FOCUS

Best	JJS	B-NP	O	B-hotel	O
place	NN	I-NP	B-IH	I-hotel	B-FOCUS
to	TO	B-VP	I-IH	I-hotel	O
stay	VB	I-VP	I-IH	I-hotel	O
in	IN	B-PP	O	I-hotel	O
Manaus	NNP	B-NP	B-IM_LocCity	I-hotel	O
and	CC	I-NP	O	B-poi	O
closest	JJS	I-NP	O	I-poi	O
main	JJ	I-NP	B-IH	I-poi	O
attractions	NNS	I-NP	I-IH	I-poi	B-FOCUS
.	.	O	O	I-poi	O

Need	VB	B-VP	O	B-food	O
a	DT	B-NP	O	I-food	O
nice	JJ	I-NP	O	I-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
to	TO	B-VP	O	I-food	O
eat	VB	I-VP	O	I-food	O
at	IN	B-PP	O	I-food	O
in	IN	B-PP	O	I-food	O
Jacksonville	NNP	B-NP	B-IM_LocCity	I-food	O
0	0	O	O	I-food	O
FL	NNP	B-NP	B-IM_LocCountry	I-food	O
and	CC	O	O	B-cinema	O
a	DT	B-NP	O	I-cinema	O
close	JJ	I-NP	O	I-cinema	O
cinema	NN	I-NP	B-IH	I-cinema	B-FOCUS
with	IN	B-PP	O	I-cinema	O
a	DT	B-NP	O	I-cinema	O
movie	NN	I-NP	B-IH	I-cinema	O
with	IN	B-PP	O	I-cinema	O
andy	JJ	B-NP	B-IM_PerActor	I-cinema	O
garcia	NN	I-NP	I-IM_PerActor	I-cinema	O
.	.	O	O	I-cinema	O

Any	DT	B-NP	O	B-food	O
good	JJ	I-NP	O	I-food	O
restaurants	NNS	I-NP	B-IH	I-food	B-FOCUS
and	CC	O	O	B-fun	O
pubs	NNS	B-NP	B-IH	I-fun	B-FOCUS
near	IN	B-PP	O	I-fun	O
la	NN	B-NP	B-IM_LocCity	I-fun	O
palma	NN	I-NP	I-IM_LocCity	I-fun	O
?	.	O	O	I-fun	O

Where	WRB	B-ADVP	O	B-food	O
is	VBZ	B-VP	O	I-food	O
a	DT	B-NP	O	I-food	O
good	JJ	I-NP	O	I-food	O
place	NN	I-NP	B-IH	I-food	B-FOCUS
for	IN	B-PP	I-IH	I-food	O
dinner	NN	B-NP	I-IH	I-food	O
in	IN	B-PP	O	I-food	O
Las	NNP	B-NP	B-IM_LocCity	I-food	O
Vegas	NNP	I-NP	I-IM_LocCity	I-food	O
?	.	O	O	I-food	O

find	VB	B-VP	O	B-food	O
me	PRP	B-NP	O	I-food	O
a	DT	B-NP	O	I-food	O
pizzeria	NN	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
manhattan	NN	B-NP	B-IM_LocRegion	I-food	O
and	CC	O	O	B-fun	O
the	DT	B-NP	O	I-fun	O
closest	JJS	I-NP	O	I-fun	O
nightclub	NN	I-NP	B-IH	I-fun	B-FOCUS

any	DT	B-NP	O	B-fun	O
wine	NN	I-NP	B-IH	I-fun	O
bars	NNS	I-NP	I-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
Los	NNP	B-NP	B-IM_LocCity	I-fun	O
Gatos	NNP	I-NP	I-IM_LocCity	I-fun	O
close	NN	I-NP	O	I-fun	O
to	TO	B-PP	O	I-fun	O
a	DT	B-NP	O	I-fun	O
metro	NN	I-NP	B-IH	I-fun	O
station	NN	I-NP	I-IH	I-fun	O
?	.	O	O	I-fun	O

Is	VBZ	O	O	B-food	O
there	EX	B-NP	O	I-food	O
any	DT	B-NP	O	I-food	O
halal	JJ	I-NP	B-IM_type	I-food	O
Thai	NNP	I-NP	I-IM_type	I-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Nottingham	NNP	B-NP	B-IM_LocCity	I-food	O
0	0	I-NP	O	I-food	O
UK,	NNP	I-NP	I-IM_LocCountry	I-food	O
or	CC	I-NP	O	I-food	O
nearby	RB	I-NP	O	I-food	O
?	.	O	O	I-food	O

Where	WRB	B-NP	O	B-food	O
is	VBZ	B-VP	O	I-food	O
the	DT	B-NP	O	I-food	O
best	JJS	I-NP	O	I-food	O
vietnamese	JJ	I-NP	B-IM_type	I-food	O
restaurant	NN	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
Michigan	NNP	B-NP	B-IM_LocCountry	I-food	O
?	.	O	O	I-food	O

what	WP	B-NP	O	B-food	O
italian	DT	B-NP	B-IM_type	I-food	O
restaurants	NNS	I-NP	B-IH	I-food	B-FOCUS
in	IN	B-PP	O	I-food	O
the	DT	B-NP	O	I-food	O
area	NN	I-NP	O	I-food	O
of	IN	B-PP	O	I-food	O
Reimes	NNP	B-NP	B-IM_LocCity	I-food	O
?	.	O	O	I-food	O

what	WP	B-NP	O	B-food	O
are	VBP	B-VP	O	I-food	O
some	DT	B-NP	O	I-food	O
good	JJ	I-NP	O	I-food	O
restaurants	NNS	I-NP	B-IH	I-food	B-FOCUS
and	CC	O	O	B-food	O
wine	NN	B-NP	B-IH	I-food	O
places	NNS	I-NP	I-IH	I-food	B-FOCUS
near	IN	B-PP	O	I-food	O
San	NNP	B-NP	B-IM_LocCity	I-food	O
Diego	NNP	I-NP	I-IM_LocCity	I-food	O
?	.	O	O	I-food	O

I	PRP	B-NP	O	B-food	O
am	VBP	B-VP	O	I-food	O
looking	VBG	I-VP	O	I-food	O
for	IN	B-PP	O	I-food	O
great	JJ	B-NP	O	I-food	O
restaurants	NNS	I-NP	B-IH	I-food	B-FOCUS
and	CC	I-NP	O	B-fun	O
nightclubs	NNS	I-NP	B-IH	I-fun	B-FOCUS
in	IN	B-PP	O	I-fun	O
St	NNP	B-NP	B-IM_LocCity	I-fun	O
.	.	I-NP	I-IM_LocCity	I-fun	O
Louis	NNP	I-NP	I-IM_LocCity	I-fun	O

